step      t          T         xB         xC         yC         xG         yG       F_xB       F_xC       F_yC      E_pot      E_cin      E_tot
 339 0.1695 127.61743060 1.35913402 0.66858038 1.17589461 0.67590480 0.39196487 -23.19102126 3.46912164 -24.05136878 0.51501901 0.38040282 0.89542183
 340 0.1700 137.33956701 1.35748405 0.66654663 1.17593791 0.67467689 0.39197930 -22.27483124 3.84104375 -23.67176434 0.48597750 0.40938263 0.89536012
 341 0.1705 149.33060794 1.35564028 0.66454630 1.17577526 0.67339553 0.39192509 -21.15243541 4.16831427 -23.05631716 0.45015343 0.44512559 0.89527903
 342 0.1710 163.15685586 1.35361248 0.66258224 1.17541201 0.67206491 0.39180400 -19.83212012 4.45157171 -22.21206998 0.40884264 0.48633896 0.89518160
 343 0.1715 178.29741019 1.35141213 0.66065691 1.17485551 0.67068968 0.39161850 -18.32412236 4.69197077 -21.14834130 0.36360155 0.53147002 0.89507156
 344 0.1720 194.16406331 1.34905236 0.65877240 1.17411501 0.66927492 0.39137167 -16.64053124 4.89115207 -19.87663350 0.31618773 0.57876543 0.89495316
 345 0.1725 210.12400289 1.34654780 0.65693044 1.17320157 0.66782608 0.39106719 -14.79516951 5.05120448 -18.41051827 0.26849209 0.62633892 0.89483101
 346 0.1730 225.52443539 1.34391453 0.65513243 1.17212796 0.66634899 0.39070932 -12.80345697 5.17462098 -16.76550057 0.22246527 0.67224462 0.89470990
 347 0.1735 239.71816658 1.34116985 0.65337945 1.17090849 0.66484977 0.39030283 -10.68225724 5.26424922 -14.95886271 0.18004122 0.71455339 0.89459460
 348 0.1740 252.08913516 1.33833224 0.65167226 1.16955886 0.66333483 0.38985295 -8.44971015 5.32323799 -13.00949000 0.14306086 0.75142884 0.89448971
 349 0.1745 262.07689557 1.33542112 0.65001139 1.16809605 0.66181084 0.38936535 -6.12505166 5.35498104 -10.93768003 0.11319900 0.78120042 0.89439942
 350 0.1750 269.19908637 1.33245670 0.64839711 1.16653808 0.66028460 0.38884603 -3.72842383 5.36305952 -8.76493749 0.09189712 0.80243029 0.89432741
 351 0.1755 273.07099943 1.32945984 0.64682949 1.16490384 0.65876311 0.38830128 -1.28067694 5.35118430 -6.51375693 0.08030494 0.81397171 0.89427665
 352 0.1760 273.42147875 1.32645185 0.64530842 1.16321294 0.65725342 0.38773765 1.19683370 5.32313956 -4.20739544 0.07923289 0.81501643 0.89424932
 353 0.1765 270.10452193 1.32345426 0.64383367 1.16148543 0.65576264 0.38716181 3.68245404 5.28272879 -1.86963808 0.08911747 0.80512922 0.89424669
 354 0.1770 263.10612540 1.32048872 0.64240488 1.15974165 0.65429787 0.38658055 6.15443828 5.23372410 0.47544178 0.11000076 0.78426836 0.89426911
 355 0.1775 252.54610038 1.31757672 0.64102163 1.15800201 0.65286611 0.38600067 8.59115438 5.17981987 2.80372466 0.14152500 0.75279097 0.89431597
 356 0.1780 238.67478233 1.31473946 0.63968344 1.15628677 0.65147430 0.38542892 10.97128604 5.12459116 5.09128703 0.18294244 0.71144326 0.89438570
 357 0.1785 221.86475446 1.31199766 0.63838984 1.15461582 0.65012917 0.38487194 13.27402915 5.07145761 7.31464108 0.23314007 0.66133582 0.89447589
 358 0.1790 202.59789818 1.30937135 0.63714036 1.15300851 0.64883724 0.38433617 15.47928104 5.02365273 9.45096950 0.29067828 0.60390506 0.89458334
 359 0.1795 181.44826284 1.30687971 0.63593459 1.15148342 0.64760477 0.38382781 17.56782087 4.98419876 11.47835316 0.35384207 0.54086210 0.89470416
 360 0.1800 159.06140662 1.30454092 0.63477218 1.15005821 0.64643770 0.38335274 19.52147980 4.95588685 13.37598940 0.42070278 0.47413122 0.89483400
 361 0.1805 136.13099430 1.30237198 0.63365289 1.14874937 0.64534162 0.38291646 21.32329981 4.94126198 15.12439887 0.48918800 0.40578011 0.89496810
 362 0.1810 113.37354107 1.30038855 0.63257660 1.14757211 0.64432172 0.38252404 22.95768012 4.94261225 16.70561893 0.55715705 0.33794455 0.89510159
 363 0.1815 91.50226038 1.29860487 0.63154330 1.14654020 0.64338272 0.38218007 24.41051045 4.96196164 18.10338190 0.62247909 0.27275050 0.89522959
 364 0.1820 71.20100688 1.29703356 0.63055318 1.14566580 0.64252891 0.38188860 25.66929039 5.00106545 19.30327648 0.68311101 0.21223640 0.89534741
 365 0.1825 53.09930018 1.29568559 0.62960656 1.14495934 0.64176405 0.38165311 26.72323452 5.06140768 20.29289090 0.73717205 0.15827872 0.89545077
 366 0.1830 37.74937375 1.29457012 0.62870399 1.14442944 0.64109137 0.38147648 27.56336262 5.14419930 21.06193653 0.78301235 0.11252357 0.89553591
 367 0.1835 25.60611586 1.29369446 0.62784617 1.14408278 0.64051354 0.38136093 28.18257503 5.25037686 21.60235080 0.81927289 0.07632687 0.89559976
 368 0.1840 17.01066029 1.29306400 0.62703402 1.14392407 0.64003267 0.38130802 28.57571248 5.38060047 21.90837857 0.84493455 0.05070548 0.89564004
 369 0.1845 12.17824692 1.29268215 0.62626870 1.14395598 0.63965028 0.38131866 28.73960062 5.53525095 21.97663119 0.85935437 0.03630099 0.89565536
 370 0.1850 11.19081173 1.29255036 0.62555153 1.14417908 0.63936729 0.38139303 28.67307869 5.71442547 21.80612263 0.86228764 0.03335764 0.89564528
 371 0.1855 13.99458785 1.29266802 0.62488408 1.14459191 0.63918403 0.38153064 28.37701245 5.91793168 21.39828239 0.85389515 0.04171515 0.89561030
 372 0.1860 20.40281070 1.29303258 0.62426811 1.14519091 0.63910023 0.38173030 27.85429103 6.14528046 20.75694494 0.83473504 0.06081682 0.89555186
 373 0.1865 30.10342760 1.29363948 0.62370562 1.14597051 0.63911503 0.38199017 27.10980760 6.39567740 19.88831571 0.80573981 0.08973248 0.89547229
 374 0.1870 42.67152271 1.29448225 0.62319876 1.14692314 0.63922700 0.38230771 26.15042378 6.66801360 18.80091381 0.76817916 0.12719554 0.89537470
 375 0.1875 57.58598873 1.29555253 0.62274993 1.14803934 0.63943415 0.38267978 24.98491754 6.96085649 17.50549190 0.72361021 0.17165267 0.89526288
 376 0.1880 74.24981364 1.29684019 0.62236165 1.14930785 0.63973395 0.38310262 23.62391474 7.27244142 16.01493378 0.67381688 0.22132430 0.89514118
 377 0.1885 92.01321123 1.29833339 0.62203665 1.15071569 0.64012335 0.38357190 22.07980411 7.60066503 14.34413046 0.62074074 0.27427355 0.89501428
 378 0.1890 110.19871203 1.30001869 0.62177777 1.15224834 0.64059882 0.38408278 20.36663594 7.94308140 12.50983584 0.56640608 0.32848100 0.89488708
 379 0.1895 128.12725263 1.30188119 0.62158800 1.15388982 0.64115640 0.38462994 18.50000476 8.29690191 10.53050305 0.51284195 0.38192250 0.89476445
 380 0.1900 145.14425840 1.30390464 0.62147042 1.15562292 0.64179169 0.38520764 16.49691632 8.65899999 8.42610307 0.46200419 0.43264690 0.89465109
 381 0.1905 160.64471051 1.30607162 0.62142818 1.15742933 0.64249993 0.38580978 14.37563961 9.02592143 6.21792712 0.41570058 0.47885074 0.89455132
 382 0.1910 174.09622223 1.30836368 0.62146446 1.15928984 0.64327605 0.38642995 12.15554469 9.39390114 3.92837469 0.37552184 0.51894709 0.89446893
 383 0.1915 185.05922246 1.31076149 0.62158248 1.16118453 0.64411466 0.38706151 9.85692737 9.75888687 1.58072934 0.34278135 0.55162567 0.89440701
 384 0.1920 193.20345308 1.31324506 0.62178540 1.16309298 0.64501015 0.38769766 7.50082218 10.11657025 -0.80107571 0.31846580 0.57590204 0.89436784
 385 0.1925 198.32012713 1.31579390 0.62207633 1.16499445 0.64595674 0.38833148 5.10880494 10.46242523 -3.19269968 0.30319894 0.59115385 0.89435280
 386 0.1930 200.32926297 1.31838718 0.62245830 1.16686814 0.64694849 0.38895605 2.70278691 10.79175383 -5.56964164 0.29721960 0.59714270 0.89436230
 387 0.1935 199.28189795 1.32100397 0.62293415 1.16869338 0.64797938 0.38956446 0.30480242 11.09973860 -7.90749065 0.30037507 0.59402071 0.89439577
 388 0.1940 195.35708690 1.32362342 0.62350658 1.17044982 0.64904333 0.39014994 -2.06320786 11.38150141 -10.18217585 0.31213011 0.58232161 0.89445172
 389 0.1945 188.85379840 1.32622492 0.62417803 1.17211767 0.65013432 0.39070589 -4.37961552 11.63216725 -12.37021398 0.33159115 0.56293656 0.89452771
 390 0.1950 180.17802590 1.32878831 0.62495069 1.17367789 0.65124633 0.39122596 -6.62332259 11.84693229 -14.44895149 0.35754478 0.53707577 0.89462055
 391 0.1955 169.82562394 1.33129408 0.62582642 1.17511240 0.65237350 0.39170413 -8.77397648 12.02113455 -16.39679863 0.38850906 0.50621726 0.89472633
 392 0.1960 158.36155328 1.33372351 0.62680673 1.17640426 0.65351008 0.39213475 -10.81217925 12.15032593 -18.19345286 0.42279556 0.47204509 0.89484065
 393 0.1965 146.39636534 1.33605887 0.62789276 1.17753783 0.65465054 0.39251261 -12.71968842 12.23034388 -19.82010917 0.45857958 0.43637919 0.89495876
 394 0.1970 134.56087002 1.33828356 0.62908520 1.17849895 0.65578959 0.39283298 -14.47960680 12.25738116 -21.25965483 0.49397591 0.40109987 0.89507578
 395 0.1975 123.48000627 1.34038228 0.63038428 1.17927511 0.65692219 0.39309170 -16.07655879 12.22805206 -22.49684640 0.52711688 0.36806996 0.89518684
 396 0.1980 113.74696834 1.34234113 0.63178975 1.17985553 0.65804363 0.39328518 -17.49685082 12.13945345 -23.51846712 0.55622969 0.33905766 0.89528735
 397 0.1985 105.89863145 1.34414774 0.63330084 1.18023134 0.65914953 0.39341045 -18.72861370 11.98921925 -24.31346275 0.57970985 0.31566329 0.89537314
 398 0.1990 100.39326756 1.34579142 0.63491623 1.18039561 0.66023588 0.39346520 -19.76192496 11.77556688 -24.87305439 0.59618775 0.29925287 0.89544062
 399 0.1995 97.59144866 1.34726315 0.63663408 1.18034348 0.66129908 0.39344783 -20.58890944 11.49733459 -25.19082720 0.60458578 0.29090119 0.89548697
 400 0.2000 97.74090429 1.34855575 0.63845196 1.18007218 0.66233590 0.39335739 -21.20381674 11.15400879 -25.26279384 0.60416352 0.29134669 0.89551021
 401 0.2005 100.96593750 1.34966388 0.64036688 1.17958108 0.66334359 0.39319369 -21.60307449 10.74574044 -25.08743219 0.59454940 0.30095989 0.89550929
 402 0.2010 107.26181676 1.35058405 0.64237530 1.17887172 0.66431978 0.39295724 -21.78531655 10.27335032 -24.66569692 0.57575746 0.31972668 0.89548414
 403 0.2015 116.49435758 1.35131468 0.64447310 1.17794775 0.66526259 0.39264925 -21.75138602 9.73832289 -24.00100500 0.54818858 0.34724710 0.89543568
 404 0.2020 128.40469579 1.35185606 0.64665562 1.17681496 0.66617056 0.39227165 -21.50431275 9.14278877 -23.09919537 0.51261622 0.38274951 0.89536572
 405 0.2025 142.61904387 1.35221035 0.64891769 1.17548121 0.66704268 0.39182707 -21.04926592 8.48949645 -21.96846353 0.47015726 0.42511972 0.89527698
 406 0.2030 158.66302081 1.35238150 0.65125362 1.17395632 0.66787837 0.39131877 -20.39348227 7.78177368 -20.61927181 0.42222918 0.47294371 0.89517289
 407 0.2035 175.97996352 1.35237522 0.65365726 1.17225203 0.66867749 0.39075068 -19.54617121 7.02347955 -19.06423671 0.37049532 0.52456216 0.89505748
 408 0.2040 193.95247108 1.35219889 0.65612200 1.17038188 0.66944029 0.39012729 -18.51839805 6.21894847 -17.31799464 0.31680053 0.57813472 0.89493525
 409 0.2045 211.92630877 1.35186143 0.65864085 1.16836106 0.67016743 0.38945369 -17.32294714 5.37292716 -15.39704793 0.26309969 0.63171124 0.89481094
 410 0.2050 229.23571113 1.35137327 0.66120644 1.16620628 0.67085990 0.38873543 -15.97416695 4.49050638 -13.31959284 0.21138214 0.68330722 0.89468936
 411 0.2055 245.22907641 1.35074612 0.66381111 1.16393561 0.67151907 0.38797854 -14.48779933 3.57704884 -11.10533188 0.16359487 0.73098034 0.89457520
 412 0.2060 259.29403856 1.34999292 0.66644689 1.16156832 0.67214660 0.38718944 -12.88079530 2.63811504 -8.77527254 0.12156760 0.77290526 0.89447287
 413 0.2065 270.88093895 1.34912765 0.66910563 1.15912469 0.67274443 0.38637490 -11.17112015 1.67938863 -6.35151487 0.08694269 0.80744357 0.89438626
 414 0.2070 279.52379383 1.34816519 0.67177898 1.15662579 0.67331472 0.38554193 -9.37755038 0.70660312 -3.85703030 0.06111245 0.83320624 0.89431869
 415 0.2075 284.85796355 1.34712114 0.67445848 1.15409333 0.67385987 0.38469778 -7.51946543 -0.27452868 -1.31543422 0.04516634 0.84910637 0.89427271
 416 0.2080 286.63386883 1.34601167 0.67713559 1.15154944 0.67438242 0.38384981 -5.61663688 -1.25838084 1.24924533 0.03985004 0.85440000 0.89425004
 417 0.2085 284.72626245 1.34485334 0.67980175 1.14901641 0.67488503 0.38300547 -3.68901790 -2.23947492 3.81280026 0.04553771 0.84871379 0.89425150
 418 0.2090 279.13874448 1.34366291 0.68244843 1.14651655 0.67537044 0.38217218 -1.75653556 -3.21253381 6.35107419 0.06221853 0.83205849 0.89427701
 419 0.2095 270.00339751 1.34245719 0.68506715 1.14407195 0.67584145 0.38135732 0.16111136 -4.17252799 8.84019089 0.08949780 0.80482779 0.89432559
 420 0.2100 257.57560798 1.34125288 0.68764958 1.14170426 0.67630082 0.38056809 2.04464698 -5.11471358 11.25677742 0.12661243 0.76778296 0.89439539
 421 0.2105 242.22432303 1.34006635 0.69018750 1.13943451 0.67675129 0.37981150 3.87540304 -6.03466165 13.57817998 0.17246004 0.72202375 0.89448380
 422 0.2110 224.41816195 1.33891355 0.69267292 1.13728289 0.67719549 0.37909430 5.63549201 -6.92827904 15.78267051 0.22564049 0.66894704 0.89458753
 423 0.2115 204.70795172 1.33780977 0.69509806 1.13526859 0.67763595 0.37842286 7.30796705 -7.79182048 17.84964261 0.28450804 0.61019472 0.89470276
 424 0.2120 183.70638169 1.33676958 0.69745541 1.13340959 0.67807500 0.37780320 8.87696757 -8.62189272 19.75979511 0.34723219 0.54759311 0.89482530
 425 0.2125 162.06556875 1.33580662 0.69973775 1.13172251 0.67851479 0.37724084 10.32784944 -9.41545132 21.49530213 0.41186466 0.48308604 0.89495070
 426 0.2130 140.45339004 1.33493351 0.70193817 1.13022244 0.67895723 0.37674081 11.64729926 -10.16979090 23.03996838 0.47641015 0.41866433 0.89507448
 427 0.2135 119.52947156 1.33416175 0.70405011 1.12892283 0.67940395 0.37630761 12.82343235 -10.88252997 24.37936896 0.53889806 0.35629418 0.89519224
 428 0.2140 99.92172059 1.33350154 0.70606736 1.12783533 0.67985630 0.37594511 13.84587442 -11.55159160 25.50097261 0.59745258 0.29784728 0.89529986
 429 0.2145 82.20425570 1.33296181 0.70798412 1.12696969 0.68031531 0.37565656 14.70582706 -12.17518115 26.39424799 0.65035868 0.24503495 0.89539363
 430 0.2150 66.87752538 1.33255002 0.70979494 1.12633370 0.68078165 0.37544457 15.39611752 -12.75176241 27.05075230 0.69612144 0.19934894 0.89547038
 431 0.2155 54.35131511 1.33227218 0.71149482 1.12593305 0.68125567 0.37531102 15.91123325 -13.28003346 27.46420200 0.73351685 0.16201073 0.89552758
 432 0.2160 44.93122962 1.33213277 0.71307916 1.12577136 0.68173731 0.37525712 16.24734202 -13.75890343 27.63052520 0.76163218 0.13393129 0.89556346
 433 0.2165 38.80910455 1.33213473 0.71454379 1.12585006 0.68222617 0.37528335 16.40229815 -14.18747139 27.54789560 0.77989461 0.11568242 0.89557703
 434 0.2170 36.05765556 1.33227938 0.71588499 1.12616843 0.68272146 0.37538948 16.37563593 -14.56500816 27.21674788 0.78808723 0.10748088 0.89556811
 435 0.2175 36.62951888 1.33256652 0.71709946 1.12672360 0.68322199 0.37557453 16.16855076 -14.89094196 26.63977442 0.78635186 0.10918550 0.89553736
 436 0.2180 40.36067881 1.33299432 0.71818438 1.12751055 0.68372623 0.37583685 15.78386895 -15.16484831 25.82190345 0.77517885 0.12030736 0.89548620
 437 0.2185 46.97812257 1.33355945 0.71913736 1.12852216 0.68423227 0.37617405 15.22600674 -15.38644455 24.77025881 0.75538415 0.14003268 0.89541682
 438 0.2190 56.11141368 1.33425705 0.71995647 1.12974927 0.68473784 0.37658309 14.50091923 -15.55558896 23.49410137 0.72807478 0.16725725 0.89533203
 439 0.2195 67.30773838 1.33508082 0.72064024 1.13118080 0.68524035 0.37706027 13.61603969 -15.67228437 22.00475246 0.69460386 0.20063132 0.89523518
 440 0.2200 80.04985891 1.33602304 0.72118766 1.13280377 0.68573690 0.37760126 12.58020973 -15.73668573 20.31549974 0.65651694 0.23861311 0.89513006
 441 0.2205 93.77630651 1.33707473 0.72159816 1.13460350 0.68622430 0.37820117 11.40360057 -15.74911109 18.44148588 0.61549172 0.27952899 0.89502071
 442 0.2210 107.90306975 1.33822562 0.72187164 1.13656367 0.68669909 0.37885456 10.09762589 -15.71005515 16.39958075 0.57327319 0.32163813 0.89491132
 443 0.2215 121.84598170 1.33946437 0.72200843 1.13866653 0.68715760 0.37955551 8.67484627 -15.62020445 14.20823771 0.53160681 0.36319925 0.89480606
 444 0.2220 135.04298541 1.34077860 0.72200933 1.14089300 0.68759598 0.38029767 7.14886564 -15.48045321 11.88733505 0.49217195 0.40253696 0.89470891
 445 0.2225 146.97546116 1.34215502 0.72187554 1.14322289 0.68801019 0.38107430 5.53421986 -15.29191862 9.45800343 0.45651817 0.43810536 0.89462353
 446 0.2230 157.18783155 1.34357959 0.72160870 1.14563508 0.68839610 0.38187836 3.84625776 -15.05595469 6.94244056 0.42600669 0.46854645 0.89455314
 447 0.2235 165.30472105 1.34503762 0.72121088 1.14810766 0.68874950 0.38270255 2.10101498 -14.77416352 4.36371445 0.40175904 0.49274133 0.89450037
 448 0.2240 171.04503273 1.34651394 0.72068451 1.15061822 0.68906615 0.38353941 0.31508113 -14.44840305 1.74555678 0.38461509 0.50985209 0.89446718
 449 0.2245 174.23241466 1.34799299 0.72003243 1.15314395 0.68934181 0.38438132 -1.49453937 -14.08079050 -0.88785205 0.37510172 0.51935305 0.89445477
 450 0.2250 174.80171802 1.34945905 0.71925785 1.15566197 0.68957230 0.38522066 -3.31057177 -13.67370091 -3.51210426 0.37341354 0.52105004 0.89446357
 451 0.2255 172.80119381 1.35089630 0.71836430 1.15814943 0.68975353 0.38604981 -5.11562021 -13.22976017 -6.10279066 0.37940631 0.51508686 0.89449318
 452 0.2260 168.39033117 1.35228904 0.71735565 1.16058379 0.68988156 0.38686126 -6.89232051 -12.75183238 -8.63572883 0.39260345 0.50193893 0.89454238
 453 0.2265 161.83340113 1.35362182 0.71623605 1.16294301 0.68995262 0.38764767 -8.62349550 -12.24300136 -11.08719179 0.41221523 0.48239400 0.89460923
 454 0.2270 153.48893022 1.35487957 0.71500994 1.16520578 0.68996317 0.38840193 -10.29231156 -11.70654654 -13.43413444 0.43717031 0.45752075 0.89469106
 455 0.2275 143.79548255 1.35604777 0.71368197 1.16735166 0.68990991 0.38911722 -11.88243490 -11.14591346 -15.65441585 0.46615817 0.42862646 0.89478463
 456 0.2280 133.25427071 1.35711259 0.71225703 1.16936135 0.68978987 0.38978712 -13.37818623 -10.56467944 -17.72701482 0.49768107 0.39720515 0.89488622
 457 0.2285 122.40923991 1.35806101 0.71074017 1.17121680 0.68960039 0.39040560 -14.76469201 -9.96651513 -19.63223653 0.53011356 0.36487822 0.89499177
 458 0.2290 111.82537119 1.35888098 0.70913660 1.17290144 0.68933919 0.39096715 -16.02803090 -9.35514256 -21.35190796 0.56176730 0.33332975 0.89509705
 459 0.2295 102.06602338 1.35956150 0.70745164 1.17440032 0.68900438 0.39146677 -17.15537340 -8.73429095 -22.86955994 0.59095877 0.30423903 0.89519780
 460 0.2300 93.67017771 1.36009276 0.70569068 1.17570022 0.68859448 0.39190007 -18.13511330 -8.10765092 -24.17059366 0.61607727 0.27921264 0.89528991
 461 0.2305 87.13045998 1.36046624 0.70385919 1.17678983 0.68810848 0.39226328 -18.95698916 -7.47882846 -25.24242985 0.63565056 0.25971901 0.89536957
 462 0.2310 82.87279307 1.36067478 0.70196263 1.17765982 0.68754580 0.39255327 -19.61219422 -6.85129944 -26.07463881 0.64840570 0.24702773 0.89543343
 463 0.2315 81.23847731 1.36071270 0.70000646 1.17830295 0.68690638 0.39276765 -20.09347332 -6.22836601 -26.65904960 0.65332257 0.24215615 0.89547872
 464 0.2320 82.46940929 1.36057579 0.69799610 1.17871414 0.68619063 0.39290471 -20.39520554 -5.61311560 -26.98983736 0.64967804 0.24582532 0.89550337
 465 0.2325 86.69703444 1.36026143 0.69593690 1.17889051 0.68539944 0.39296350 -20.51347120 -5.00838371 -27.06358738 0.63707903 0.25842705 0.89550608
 466 0.2330 93.93548927 1.35976861 0.69383413 1.17883142 0.68453424 0.39294381 -20.44610229 -4.41672101 -26.87933525 0.61548294 0.28000348 0.89548642
 467 0.2335 104.07923032 1.35909789 0.69169293 1.17853846 0.68359694 0.39284615 -20.19271556 -3.84036575 -26.43858253 0.58520479 0.31024001 0.89544480
 468 0.2340 116.90527548 1.35825149 0.68951832 1.17801548 0.68258994 0.39267183 -19.75472755 -3.28122175 -25.74528765 0.54691052 0.34847196 0.89538248
 469 0.2345 132.08000513 1.35723321 0.68731516 1.17726851 0.68151613 0.39242284 -19.13535113 -2.74084258 -24.80583206 0.50159666 0.39370489 0.89530155
 470 0.2350 149.17029349 1.35604846 0.68508816 1.17630572 0.68037887 0.39210191 -18.33957358 -2.22042198 -23.62896205 0.45055709 0.44464773 0.89520482
 471 0.2355 167.65857117 1.35470414 0.68284184 1.17513734 0.67918199 0.39171245 -17.37411605 -1.72079065 -22.22570668 0.39533804 0.49975770 0.89509574
 472 0.2360 186.96126442 1.35320866 0.68058054 1.17377560 0.67792973 0.39125853 -16.24737484 -1.24241941 -20.60927284 0.33768298 0.55729529 0.89497827
 473 0.2365 206.44992327 1.35157182 0.67830844 1.17223455 0.67662675 0.39074485 -14.96934502 -0.78542822 -18.79491849 0.27946949 0.61538720 0.89485670
 474 0.2370 225.47424202 1.34980474 0.67602950 1.17052997 0.67527808 0.39017666 -13.55152710 -0.34960092 -16.79980556 0.22264052 0.67209501 0.89473553
 475 0.2375 243.38609890 1.34791976 0.67374752 1.16867923 0.67388909 0.38955974 -12.00681773 0.06559503 -14.64283407 0.16913251 0.72548678 0.89461929
 476 0.2380 259.56369812 1.34593032 0.67146611 1.16670109 0.67246548 0.38890036 -10.34938561 0.46098433 -12.34445925 0.12080327 0.77370907 0.89451233
 477 0.2385 273.43488983 1.34385083 0.66918871 1.16461556 0.67101318 0.38820519 -8.59453391 0.83765587 -9.92649376 0.07936231 0.81505640 0.89441871
 478 0.2390 284.49877203 1.34169657 0.66691860 1.16244365 0.66953839 0.38748122 -6.75855067 1.19693186 -7.41189704 0.04630629 0.84803569 0.89434198
 479 0.2395 292.34474163 1.33948351 0.66465891 1.16020726 0.66804747 0.38673575 -4.85854888 1.54033472 -4.82455410 0.02286210 0.87142300 0.89428510
 480 0.2400 296.66825790 1.33722817 0.66241261 1.15792890 0.66654693 0.38597630 -2.91229779 1.86955264 -2.18904609 0.00993972 0.88431057 0.89425029
 481 0.2405 297.28270614 1.33494750 0.66018259 1.15563149 0.66504336 0.38521050 -0.93804742 2.18640450 0.46958504 0.00809683 0.88614212 0.89423895
 482 0.2410 294.12689777 1.33265866 0.65797158 1.15333817 0.66354341 0.38444606 1.04565195 2.49280485 3.12607528 0.01751635 0.87673527 0.89425161
 483 0.2415 287.26790981 1.33037893 0.65578226 1.15107204 0.66205373 0.38369068 3.02013349 2.79072964 5.75517849 0.03799796 0.85628995 0.89428792
 484 0.2420 276.89914436 1.32812547 0.65361722 1.14885599 0.66058090 0.38295200 4.96679875 3.08218321 8.33190492 0.06896394 0.82538267 0.89434661
 485 0.2425 263.33367181 1.32591522 0.65147900 1.14671242 0.65913141 0.38223747 6.86730190 3.36916691 10.83175640 0.10947900 0.78494663 0.89442563
 486 0.2430 246.99310123 1.32376472 0.64937009 1.14466310 0.65771160 0.38155437 8.70373165 3.65364972 13.23095567 0.15828355 0.73623856 0.89452211
 487 0.2435 228.39239260 1.32168995 0.64729297 1.14272889 0.65632764 0.38090963 10.45878882 3.93754107 15.50666813 0.21383911 0.68079345 0.89463256
 488 0.2440 208.12118015 1.31970617 0.64525011 1.14092959 0.65498543 0.38030986 12.11595800 4.22266576 17.63721379 0.27438408 0.62036889 0.89475297
 489 0.2445 186.82230963 1.31782780 0.64324399 1.13928375 0.65369060 0.37976125 13.65967160 4.51074125 19.60226792 0.33799786 0.55688109 0.89487895
 490 0.2450 165.16839838 1.31606828 0.64127711 1.13780845 0.65244846 0.37926948 15.07546482 4.80335679 21.38304851 0.40267093 0.49233498 0.89500591
 491 0.2455 143.83730321 1.31443992 0.63935202 1.13651919 0.65126398 0.37883973 16.35012001 5.10195452 22.96248929 0.46637810 0.42875112 0.89512922
 492 0.2460 123.48742315 1.31295381 0.63747132 1.13542971 0.65014171 0.37847657 17.47179914 5.40781204 24.32539682 0.52715233 0.36809207 0.89524440
 493 0.2465 104.73377129 1.31161971 0.63563767 1.13455188 0.64908580 0.37818396 18.43016315 5.72202632 25.45859061 0.58315622 0.31219107 0.89534729
 494 0.2470 88.12572205 1.31044597 0.63385381 1.13389554 0.64809992 0.37796518 19.21647705 6.04549852 26.35102508 0.63274850 0.26268569 0.89543419
 495 0.2475 74.12727769 1.30943941 0.63212254 1.13346846 0.64718732 0.37782282 19.82369979 6.37891957 26.99389271 0.67454298 0.22095905 0.89550202
 496 0.2480 63.10060353 1.30860532 0.63044677 1.13327625 0.64635070 0.37775875 20.24655793 6.72275634 27.38070730 0.70745775 0.18809067 0.89554842
 497 0.2485 55.29345888 1.30794739 0.62882949 1.13332225 0.64559229 0.37777408 20.48160255 7.07723815 27.50736700 0.73075277 0.16481908 0.89557186
 498 0.2490 50.83100311 1.30746766 0.62727379 1.13360758 0.64491382 0.37786919 20.52724847 7.44234376 27.37219642 0.74405430 0.15151737 0.89557167
 499 0.2495 49.71229157 1.30716652 0.62578284 1.13413105 0.64431645 0.37804368 20.38379547 7.81778886 26.97596737 0.74736540 0.14818270 0.89554811
 500 0.2500 51.81159707 1.30704272 0.62435990 1.13488923 0.64380087 0.37829641 20.05343116 8.20301429 26.32189816 0.74106198 0.15444033 0.89550231
 501 0.2505 56.88450917 1.30709340 0.62300834 1.13587641 0.64336724 0.37862547 19.54021504 8.59717540 25.41563103 0.72587456 0.16956169 0.89543626
 502 0.2510 64.57857966 1.30731408 0.62173157 1.13708472 0.64301522 0.37902824 18.85004385 8.99913288 24.26518780 0.70285651 0.19249623 0.89535273
 503 0.2515 74.44810713 1.30769877 0.62053310 1.13850415 0.64274396 0.37950138 17.99059834 9.40744573 22.88090389 0.67333979 0.22191538 0.89525517
 504 0.2520 85.97249258 1.30823998 0.61941647 1.14012265 0.64255215 0.38004088 16.97127146 9.82036688 21.27534083 0.63888020 0.25626733 0.89514753
 505 0.2525 98.57745723 1.30892885 0.61838529 1.14192625 0.64243805 0.38064208 15.80307865 10.23584216 19.46317768 0.60119389 0.29384029 0.89503418
 506 0.2530 111.65829984 1.30975521 0.61744316 1.14389919 0.64239946 0.38129973 14.49855076 10.65151330 17.46108213 0.56208794 0.33283175 0.89491969
 507 0.2535 124.60428768 1.31070771 0.61659371 1.14602405 0.64243381 0.38200802 13.07161038 11.06472544 15.28756181 0.52338743 0.37142123 0.89480866
 508 0.2540 136.82322692 1.31177394 0.61584052 1.14828191 0.64253815 0.38276064 11.53743272 11.47254001 12.96279703 0.48686202 0.40784352 0.89470554
 509 0.2545 147.76524659 1.31294055 0.61518715 1.15065256 0.64270923 0.38355085 9.91229211 11.87175305 10.50845599 0.45415492 0.44045956 0.89461448
