step      t          T         xB         xC         yC         xG         yG       F_xB       F_xC       F_yC      E_pot      E_cin      E_tot
 680 0.3400 226.25912135 1.32515169 0.65939037 1.13844208 0.66151402 0.37948069 10.80946502 0.92864034 18.44377118 0.22034516 0.67443458 0.89477974
 681 0.3405 212.98393120 1.32459392 0.66219843 1.13664953 0.66226412 0.37888318 12.11169514 0.02866208 20.19095825 0.26002255 0.63486381 0.89488636
 682 0.3410 199.32858409 1.32414152 0.66500674 1.13503265 0.66304942 0.37834422 13.28290500 -0.85243831 21.75057266 0.30083216 0.59415987 0.89499203
 683 0.3415 185.85562694 1.32380469 0.66780763 1.13360500 0.66387077 0.37786833 14.31131749 -1.71189336 23.10826026 0.34109302 0.55399960 0.89509262
 684 0.3420 173.10092176 1.32359237 0.67059363 1.13237841 0.66472867 0.37745947 15.18669592 -2.54724617 24.25158242 0.37920396 0.51598029 0.89518425
 685 0.3425 161.55294530 1.32351218 0.67335747 1.13136281 0.66562322 0.37712094 15.90042125 -3.35633519 25.17012135 0.41370545 0.48155801 0.89526346
 686 0.3430 151.63420005 1.32357033 0.67609211 1.13056620 0.66655415 0.37685540 16.44555147 -4.13727584 25.85556668 0.44333514 0.45199216 0.89532729
 687 0.3435 143.68542659 1.32377157 0.67879075 1.12999455 0.66752077 0.37666485 16.81686343 -4.88844008 26.30178298 0.46707503 0.42829840 0.89537343
 688 0.3440 137.95319168 1.32411911 0.68144686 1.12965173 0.66852199 0.37655058 17.01087736 -5.60843504 26.50485799 0.48418856 0.41121172 0.89540028
 689 0.3445 134.58129152 1.32461466 0.68405418 1.12953951 0.66955628 0.37651317 17.02586490 -6.29608164 26.46313146 0.49424627 0.40116074 0.89540701
 690 0.3450 133.60626067 1.32525834 0.68660671 1.12965753 0.67062168 0.37655251 16.86184104 -6.95039429 26.17720461 0.49713922 0.39825436 0.89539358
 691 0.3455 134.95712001 1.32604872 0.68909878 1.13000330 0.67171583 0.37666777 16.52054095 -7.57056222 25.64993028 0.49307973 0.40228101 0.89536075
 692 0.3460 138.45933666 1.32698283 0.69152498 1.13057223 0.67283594 0.37685741 16.00538243 -8.15593327 24.88638401 0.48258957 0.41272044 0.89531001
 693 0.3465 143.84281224 1.32805620 0.69388022 1.13135769 0.67397881 0.37711923 15.32141490 -8.70600035 23.89381629 0.46647603 0.42876754 0.89524357
 694 0.3470 150.75356738 1.32926287 0.69615971 1.13235102 0.67514086 0.37745034 14.47525579 -9.22039100 22.68158641 0.44579707 0.44936716 0.89516423
 695 0.3475 158.76865571 1.33059548 0.69835899 1.13354170 0.67631816 0.37784723 13.47501525 -9.69885998 21.26107828 0.42181668 0.47325859 0.89507527
 696 0.3480 167.41372393 1.33204533 0.70047388 1.13491736 0.67750640 0.37830579 12.33020994 -10.14128474 19.64559882 0.39595250 0.49902786 0.89498036
 697 0.3485 176.18253996 1.33360246 0.70250054 1.13646394 0.67870100 0.37882131 11.05166685 -10.54766360 17.85025970 0.36971738 0.52516600 0.89488337
 698 0.3490 184.55774190 1.33525574 0.70443542 1.13816582 0.67989705 0.37938861 9.65141790 -10.91811607 15.89184296 0.34465744 0.55013085 0.89478829
 699 0.3495 192.03201795 1.33699299 0.70627532 1.14000597 0.68108944 0.38000199 8.14258603 -11.25288482 13.78865169 0.32228878 0.57241022 0.89469900
 700 0.3500 198.12891420 1.33880108 0.70801731 1.14196608 0.68227280 0.38065536 6.53926373 -11.55233866 11.56034660 0.30403529 0.59058389 0.89461917
 701 0.3505 202.42248250 1.34066607 0.70965880 1.14402678 0.68344162 0.38134226 4.85638460 -11.81697585 9.22776975 0.29116995 0.60338218 0.89455214
 702 0.3510 204.55502460 1.34257330 0.71119747 1.14616776 0.68459026 0.38205592 3.10958891 -12.04742712 6.81275674 0.28476185 0.60973888 0.89450072
 703 0.3515 204.25225951 1.34450760 0.71263133 1.14836801 0.68571297 0.38278934 1.31508374 -12.24445755 4.33793876 0.28563079 0.60883639 0.89446718
 704 0.3520 201.33533640 1.34645333 0.71395865 1.15060600 0.68680399 0.38353533 -0.51050113 -12.40896701 1.82653616 0.29431147 0.60014161 0.89445308
 705 0.3525 195.72923164 1.34839463 0.71517801 1.15285989 0.68785755 0.38428663 -2.35026095 -12.54198828 -0.69785476 0.31102836 0.58343090 0.89445926
 706 0.3530 187.46720256 1.35031547 0.71628825 1.15510770 0.68886791 0.38503590 -4.18716625 -12.64468276 -3.21147992 0.33568237 0.55880339 0.89448576
 707 0.3535 176.69111597 1.35219989 0.71728848 1.15732757 0.68982946 0.38577586 -6.00421447 -12.71833322 -5.69064862 0.36784992 0.52668197 0.89453188
 708 0.3540 163.64762312 1.35403207 0.71817806 1.15949794 0.69073671 0.38649931 -7.78458214 -12.76433358 -8.11195559 0.40679431 0.48780184 0.89459615
 709 0.3545 148.68030761 1.35579651 0.71895658 1.16159772 0.69158436 0.38719924 -9.51177610 -12.78417563 -10.45250193 0.45148922 0.44318718 0.89467640
 710 0.3550 132.21808356 1.35747821 0.71962387 1.16360656 0.69236736 0.38786885 -11.16978278 -12.77943282 -12.69011266 0.50065334 0.39411648 0.89476982
 711 0.3555 114.76026298 1.35906272 0.72017998 1.16550500 0.69308090 0.38850167 -12.74321415 -12.75174133 -14.80354875 0.55279501 0.34207810 0.89487311
 712 0.3560 96.85883779 1.36053636 0.72062514 1.16727464 0.69372050 0.38909155 -14.21744904 -12.70277887 -16.77271148 0.60626512 0.28871742 0.89498254
 713 0.3565 79.09862883 1.36188630 0.72095978 1.16889835 0.69428203 0.38963278 -15.57876848 -12.63424157 -18.57883693 0.65931647 0.23577768 0.89509415
 714 0.3570 62.07603704 1.36310070 0.72118450 1.17036042 0.69476174 0.39012014 -16.81448378 -12.54781952 -20.20467863 0.71016721 0.18503663 0.89520384
 715 0.3575 46.37718811 1.36416882 0.72130006 1.17164670 0.69515629 0.39054890 -17.91305602 -12.44517172 -21.63467621 0.75706615 0.13824141 0.89530756
 716 0.3580 32.55628808 1.36508108 0.72130733 1.17274475 0.69546280 0.39091492 -18.86420560 -12.32790088 -22.85510850 0.79835747 0.09704398 0.89540145
 717 0.3585 21.11500271 1.36582921 0.72120735 1.17364396 0.69567885 0.39121465 -19.65901086 -12.19752886 -23.85422902 0.83254226 0.06293973 0.89548199
 718 0.3590 12.48363882 1.36640631 0.72100124 1.17433562 0.69580252 0.39144521 -20.28999442 -12.05547336 -24.62238271 0.85833482 0.03721131 0.89554613
 719 0.3595 7.00484027 1.36680687 0.72069025 1.17481306 0.69583237 0.39160435 -20.75119639 -11.90302657 -25.15210222 0.87471132 0.02088007 0.89559139
 720 0.3600 4.92041962 1.36702690 0.72027569 1.17507167 0.69576753 0.39169056 -21.03823361 -11.74133615 -25.43818305 0.88094919 0.01466682 0.89561601
 721 0.3605 6.36182991 1.36706388 0.71975898 1.17510895 0.69560762 0.39170298 -21.14834397 -11.57138924 -25.47773625 0.87665556 0.01896338 0.89561894
 722 0.3610 11.34464553 1.36691686 0.71914160 1.17492457 0.69535282 0.39164152 -21.08041553 -11.39399977 -25.27021849 0.86178376 0.03381619 0.89559995
 723 0.3615 19.76727061 1.36658644 0.71842509 1.17452033 0.69500384 0.39150678 -20.83499980 -11.20979943 -24.81743883 0.83663718 0.05892240 0.89555958
 724 0.3620 31.41393450 1.36607474 0.71761104 1.17390017 0.69456193 0.39130006 -20.41430909 -11.01923241 -24.12354222 0.80186035 0.09363885 0.89549920
 725 0.3625 45.96187229 1.36538544 0.71670113 1.17307013 0.69402885 0.39102338 -19.82219783 -10.82255411 -23.19497003 0.75841744 0.13700343 0.89542087
 726 0.3630 62.99243003 1.36452367 0.71569705 1.17203828 0.69340691 0.39067943 -19.06412800 -10.61983361 -22.04039774 0.70755911 0.18776822 0.89532734
 727 0.3635 82.00568624 1.36349604 0.71460058 1.17081468 0.69269887 0.39027156 -18.14711894 -10.41095990 -20.67065088 0.65077883 0.24444305 0.89522189
 728 0.3640 102.43804821 1.36231052 0.71341353 1.16941123 0.69190802 0.38980374 -17.07968222 -10.19565144 -19.09859982 0.58976029 0.30534796 0.89510826
 729 0.3645 123.68216919 1.36097640 0.71213777 1.16784161 0.69103806 0.38928054 -15.87174195 -9.97346889 -17.33903480 0.52631789 0.36867257 0.89499046
 730 0.3650 145.10844516 1.35950419 0.71077524 1.16612114 0.69009314 0.38870705 -14.53454153 -9.74383033 -15.40852250 0.46233253 0.43254015 0.89487268
 731 0.3655 166.08729055 1.35790553 0.70932794 1.16426661 0.68907782 0.38808887 -13.08053783 -9.50602875 -13.32524579 0.39968504 0.49507402 0.89475906
 732 0.3660 186.01136327 1.35619306 0.70779793 1.16229615 0.68799700 0.38743205 -11.52328370 -9.25925101 -11.10882834 0.34018980 0.55446382 0.89465361
 733 0.3665 204.31691222 1.35438034 0.70618736 1.16022903 0.68685590 0.38674301 -9.87730015 -9.00259785 -8.78014606 0.28553090 0.60902911 0.89456001
 734 0.3670 220.50345407 1.35248167 0.70449846 1.15808553 0.68566005 0.38602851 -8.15793947 -8.73510442 -6.36112735 0.23720344 0.65727805 0.89448149
 735 0.3675 234.15105005 1.35051204 0.70273357 1.15588668 0.68441520 0.38529556 -6.38124053 -8.45576068 -3.87454425 0.19646183 0.69795889 0.89442072
 736 0.3680 244.93454431 1.34848688 0.70089511 1.15365412 0.68312733 0.38455137 -4.56377781 -8.16353130 -1.34379670 0.16427730 0.73010240 0.89437970
 737 0.3685 252.63424071 1.34642201 0.69898562 1.15140987 0.68180255 0.38380329 -2.72250544 -7.85737455 1.20730806 0.14130598 0.75305370 0.89435968
 738 0.3690 257.14262850 1.34433346 0.69700777 1.14917612 0.68044708 0.38305871 -0.87459787 -7.53625989 3.75477847 0.12786882 0.76649233 0.89436114
 739 0.3695 258.46691657 1.34223730 0.69496436 1.14697505 0.67906722 0.38232502 0.96271158 -7.19918406 6.27466226 0.12394399 0.77043977 0.89438376
 740 0.3700 256.72729241 1.34014952 0.69285830 1.14482856 0.67766927 0.38160952 2.77229273 -6.84518535 8.74326821 0.12917214 0.76525429 0.89442643
 741 0.3705 252.15098212 1.33808585 0.69069269 1.14275814 0.67625952 0.38091938 4.53727972 -6.47335628 11.13738438 0.14287409 0.75161320 0.89448729
 742 0.3710 245.06234445 1.33606167 0.68847077 1.14078462 0.67484414 0.38026154 6.24123002 -6.08285458 13.43449057 0.16408046 0.73048334 0.89456381
 743 0.3715 235.86937951 1.33409178 0.68619591 1.13892799 0.67342923 0.37964266 7.86828003 -5.67291263 15.61296351 0.19157200 0.70308090 0.89465290
 744 0.3720 225.04716620 1.33219035 0.68387171 1.13720720 0.67202068 0.37906907 9.40329581 -5.24284581 17.65227292 0.22392902 0.67082198 0.89475099
 745 0.3725 213.11885683 1.33037073 0.68150188 1.13563998 0.67062420 0.37854666 10.83201789 -4.79205994 19.53316691 0.25958822 0.63526600 0.89485422
 746 0.3730 200.63494831 1.32864535 0.67909037 1.13424271 0.66924524 0.37808090 12.14119887 -4.32005820 21.23784539 0.29690463 0.59805389 0.89495851
 747 0.3735 188.15161387 1.32702561 0.67664127 1.13303022 0.66788896 0.37767674 13.31873280 -3.82644808 22.75012020 0.33421631 0.56084349 0.89505980
 748 0.3740 176.20891506 1.32552175 0.67415887 1.13201567 0.66656021 0.37733856 14.35377502 -3.31094868 24.05556074 0.36990951 0.52524462 0.89515413
 749 0.3745 165.30971924 1.32414276 0.67164767 1.13121040 0.66526348 0.37707013 15.23685178 -2.77339879 25.14162423 0.40248159 0.49275623 0.89523782
 750 0.3750 155.90012325 1.32289635 0.66911234 1.13062388 0.66400290 0.37687463 15.95995826 -2.21376608 25.99776960 0.43059960 0.46470805 0.89530764
 751 0.3755 148.35212943 1.32178879 0.66655776 1.13026354 0.66278218 0.37675451 16.51664424 -1.63215766 26.61555433 0.45315194 0.44220894 0.89536088
 752 0.3760 142.94923822 1.32082493 0.66398897 1.13013477 0.66160463 0.37671159 16.90208651 -1.02883225 26.98871346 0.46929152 0.42610397 0.89539549
 753 0.3765 139.87551457 1.32000812 0.66141122 1.13024082 0.66047312 0.37674694 17.11314700 -0.40421384 27.11322030 0.47846834 0.41694179 0.89541013
 754 0.3770 139.20855685 1.31934021 0.65882997 1.13058275 0.65939006 0.37686092 17.14841601 0.24109313 26.98732827 0.48045056 0.41495372 0.89540428
 755 0.3775 140.91665198 1.31882149 0.65625081 1.13115949 0.65835743 0.37705316 17.00823964 0.90628740 26.61159349 0.47533297 0.42004522 0.89537820
 756 0.3780 144.86024329 1.31845076 0.65367953 1.13196776 0.65737676 0.37732259 16.69473082 1.59035367 25.98887784 0.46353265 0.43180030 0.89533295
 757 0.3785 150.79767432 1.31822527 0.65112209 1.13300214 0.65644912 0.37766738 16.21176345 2.29204513 25.12433214 0.44577174 0.44949864 0.89527037
 758 0.3790 158.39500842 1.31814083 0.64858460 1.13425511 0.65557514 0.37808504 15.56494912 3.00986634 24.02535942 0.42304818 0.47214482 0.89519299
 759 0.3795 167.23956579 1.31819181 0.64607329 1.13571711 0.65475503 0.37857237 14.76159623 3.74205728 22.70155824 0.39659522 0.49850873 0.89510394
 760 0.3800 176.85667350 1.31837122 0.64359453 1.13737662 0.65398858 0.37912554 13.81065127 4.48657939 21.16464604 0.36783139 0.52717546 0.89500685
 761 0.3805 186.72899532 1.31867079 0.64115481 1.13922027 0.65327520 0.37974009 12.72262247 5.24110447 19.42836291 0.33830272 0.55660294 0.89490566
 762 0.3810 196.31770140 1.31908105 0.63876070 1.14123295 0.65261391 0.38041098 11.50948602 6.00300736 17.50835599 0.30961954 0.58518501 0.89480455
 763 0.3815 205.08465911 1.31959145 0.63641881 1.14339797 0.65200342 0.38113266 10.18457531 6.76936330 15.42204518 0.28339009 0.61131761 0.89470770
 764 0.3820 212.51477733 1.32019045 0.63413581 1.14569716 0.65144209 0.38189905 8.76245413 7.53695061 13.18847088 0.26115382 0.63346536 0.89461917
 765 0.3825 218.13762137 1.32086570 0.63191839 1.14811109 0.65092803 0.38270370 7.25877447 8.30225961 10.82812464 0.24431676 0.65022596 0.89454272
 766 0.3830 221.54743455 1.32160409 0.62977320 1.15061924 0.65045910 0.38353975 5.69012048 9.06150808 8.36276398 0.23409170 0.66038996 0.89448165
 767 0.3835 222.42075611 1.32239200 0.62770685 1.15320014 0.65003295 0.38440005 4.07383979 9.81066380 5.81521276 0.23144554 0.66299316 0.89443870
 768 0.3840 220.53091188 1.32321534 0.62572586 1.15583164 0.64964707 0.38527721 2.42786398 10.54547423 3.20914864 0.23705598 0.65735990 0.89441588
 769 0.3845 215.75877055 1.32405981 0.62383662 1.15849105 0.64929881 0.38616368 0.77052005 11.26150331 0.56887961 0.25127937 0.64313507 0.89441444
 770 0.3850 208.09930185 1.32491099 0.62204535 1.16115542 0.64898545 0.38705181 -0.87966502 11.95417505 -2.08088849 0.27413110 0.62030368 0.89443478
 771 0.3855 197.66363604 1.32575451 0.62035809 1.16380169 0.64870420 0.38793390 -2.50416446 12.61882354 -4.71529116 0.30527944 0.58919698 0.89447642
 772 0.3860 184.67650276 1.32657624 0.61878062 1.16640692 0.64845229 0.38880231 -4.08465421 13.25074843 -7.30954872 0.34405318 0.55048486 0.89453804
 773 0.3865 169.46911237 1.32736244 0.61731844 1.16894857 0.64822696 0.38964952 -5.60321532 13.84527507 -9.83921152 0.38946293 0.50515457 0.89461750
 774 0.3870 152.46772801 1.32809988 0.61597671 1.17140460 0.64802553 0.39046820 -7.04253375 14.39781820 -12.28040429 0.44023520 0.45447674 0.89471194
 775 0.3875 134.17835385 1.32877606 0.61476026 1.17375380 0.64784544 0.39125127 -8.38609511 14.90394777 -14.61006682 0.49485822 0.39995966 0.89481788
 776 0.3880 115.16812610 1.32937927 0.61367347 1.17597588 0.64768424 0.39199196 -9.61837171 15.35945563 -16.80618831 0.55163749 0.34329386 0.89493135
 777 0.3885 96.04413230 1.32989880 0.61272031 1.17805174 0.64753970 0.39268391 -10.72499965 15.76042155 -18.84803259 0.60875911 0.28628894 0.89504805
 778 0.3890 77.43049430 1.33032501 0.61190427 1.17996362 0.64740976 0.39332121 -11.69294360 16.10327698 -20.71635154 0.66435824 0.23080529 0.89516353
 779 0.3895 59.94462600 1.33064950 0.61122834 1.18169526 0.64729261 0.39389842 -12.51064697 16.38486513 -22.39358418 0.71659006 0.17868331 0.89527337
 780 0.3900 44.17361624 1.33086513 0.61069497 1.18323206 0.64718670 0.39441069 -13.16816575 16.60249593 -23.86403903 0.76370035 0.13167299 0.89537334
 781 0.3905 30.65168582 1.33096620 0.61030604 1.18456124 0.64709075 0.39485375 -13.65728401 16.75399443 -25.11405730 0.80409284 0.09136673 0.89545957
 782 0.3910 19.83962749 1.33094845 0.61006287 1.18567192 0.64700377 0.39522397 -13.97160964 16.83774136 -26.13215520 0.83639066 0.05913808 0.89552875
 783 0.3915 12.10705942 1.33080913 0.60996620 1.18655524 0.64692511 0.39551841 -14.10664915 16.85270506 -26.90914323 0.85948940 0.03608880 0.89557820
 784 0.3920 7.71820855 1.33054709 0.61001616 1.18720444 0.64685442 0.39573481 -14.05986039 16.79846367 -27.43822130 0.87259955 0.02300648 0.89560603
 785 0.3925 6.82179715 1.33016272 0.61021227 1.18761491 0.64679166 0.39587164 -13.83068276 16.67521708 -27.71504815 0.87527674 0.02033445 0.89561120
 786 0.3930 9.44543750 1.32965801 0.61055346 1.18778426 0.64673716 0.39592809 -13.42054440 16.48378828 -27.73778442 0.86743851 0.02815502 0.89559353
 787 0.3935 15.49475532 1.32903655 0.61103806 1.18771228 0.64669154 0.39590409 -12.83284644 16.22561413 -27.50710871 0.84936689 0.04618686 0.89555376
 788 0.3940 24.75726844 1.32830343 0.61166383 1.18740097 0.64665575 0.39580032 -12.07292459 15.90272545 -27.02620646 0.82169685 0.07379662 0.89549347
 789 0.3945 36.91085319 1.32746527 0.61242796 1.18685453 0.64663108 0.39561818 -11.14798870 15.51771719 -26.30073171 0.78539096 0.11002410 0.89541506
 790 0.3950 51.53644394 1.32653013 0.61332710 1.18607927 0.64661908 0.39535976 -10.06704121 15.07370914 -25.33874237 0.74170144 0.15362015 0.89532159
 791 0.3955 68.13444028 1.32550739 0.61435739 1.18508354 0.64662159 0.39502785 -8.84077572 14.57429825 -24.15060960 0.69212116 0.20309556 0.89521672
 792 0.3960 86.14414805 1.32440774 0.61551448 1.18387770 0.64664074 0.39462590 -7.48145712 14.02350360 -22.74890268 0.63832551 0.25677901 0.89510452
 793 0.3965 104.96546081 1.32324300 0.61679358 1.18247393 0.64667886 0.39415798 -6.00278497 13.42570537 -21.14825056 0.58210761 0.31288169 0.89498930
 794 0.3970 123.98190308 1.32202603 0.61818949 1.18088617 0.64673850 0.39362872 -4.41974210 12.78557930 -19.36518198 0.52530944 0.36956602 0.89487546
 795 0.3975 142.58410775 1.32077060 0.61969663 1.17912992 0.64682241 0.39304331 -2.74843049 12.10802808 -17.41794619 0.46975173 0.42501559 0.89476732
 796 0.3980 160.19279067 1.31949127 0.62130912 1.17722213 0.64693346 0.39240738 -1.00589653 11.39811132 -15.32631622 0.41716524 0.47750366 0.89466890
 797 0.3985 176.28031361 1.31820318 0.62302078 1.17518100 0.64707465 0.39172700 0.79005188 10.66097575 -13.11137747 0.36912637 0.52545744 0.89458382
 798 0.3990 190.38999297 1.31692197 0.62482519 1.17302579 0.64724905 0.39100860 2.62103420 9.90178709 -10.79530387 0.32699946 0.56751566 0.89451512
 799 0.3995 202.15241051 1.31566356 0.62671575 1.17077666 0.64745977 0.39025889 4.46828964 9.12566506 -8.40112448 0.29188804 0.60257715 0.89446519
 800 0.4000 211.29811068 1.31444403 0.62868571 1.16845444 0.64770991 0.38948481 6.31287076 8.33762303 -5.95248320 0.26459691 0.62983871 0.89443562
 801 0.4005 217.66622057 1.31327942 0.63072821 1.16608042 0.64800254 0.38869347 8.13583617 7.54251312 -3.47339449 0.24560638 0.64882081 0.89442719
 802 0.4010 221.20869633 1.31218559 0.63283633 1.16367619 0.64834064 0.38789206 9.91843999 6.74497810 -0.98799774 0.23505961 0.65938024 0.89443986
 803 0.4015 221.99007716 1.31117806 0.63500314 1.16126336 0.64872707 0.38708779 11.64231623 5.94941042 1.47968684 0.23276333 0.66170939 0.89447272
 804 0.4020 220.18280724 1.31027182 0.63722170 1.15886341 0.64916451 0.38628780 13.28965621 5.15991910 3.90599822 0.23820184 0.65632227 0.89452411
 805 0.4025 216.05836015 1.30948121 0.63948516 1.15649744 0.64965546 0.38549915 14.84337741 4.38030452 6.26786783 0.25056354 0.64402809 0.89459163
 806 0.4030 209.97456200 1.30881974 0.64178673 1.15418600 0.65020216 0.38472867 16.28728225 3.61404111 8.54304387 0.26877883 0.62589347 0.89467229
 807 0.4035 202.35965329 1.30829997 0.64411975 1.15194889 0.65080657 0.38398296 17.60620570 2.86426756 10.71030429 0.29156772 0.60319490 0.89476262
 808 0.4040 193.69374972 1.30793339 0.64647768 1.14980496 0.65147036 0.38326832 18.78615056 2.13378413 12.74965662 0.31749527 0.57736352 0.89485879
 809 0.4045 184.48845477 1.30773025 0.64885418 1.14777196 0.65219481 0.38259065 19.81440984 1.42505617 14.64252270 0.34503245 0.54992432 0.89495677
 810 0.4050 175.26543869 1.30769950 0.65124308 1.14586636 0.65298086 0.38195545 20.67967539 0.74022294 16.37190691 0.37262024 0.52243230 0.89505254
 811 0.4055 166.53482850 1.30784867 0.65363841 1.14410320 0.65382903 0.38136773 21.37213264 0.08111088 17.92254655 0.39873411 0.49640804 0.89514215
 812 0.4060 158.77425064 1.30818379 0.65603446 1.14249596 0.65473942 0.38083199 21.88354098 -0.55075006 19.28104328 0.42194670 0.47327526 0.89522196
 813 0.4065 152.40933326 1.30870931 0.65842571 1.14105648 0.65571167 0.38035216 22.20729985 -1.15410791 20.43597490 0.44098607 0.45430268 0.89528875
 814 0.4070 147.79641067 1.30942803 0.66080692 1.13979481 0.65674498 0.37993160 22.33850048 -1.72796928 21.37798668 0.45478736 0.44055245 0.89533981
 815 0.4075 145.20808119 1.31034111 0.66317309 1.13871912 0.65783807 0.37957304 22.27396337 -2.27158003 22.09986211 0.46253594 0.43283714 0.89537308
 816 0.4080 144.82215535 1.31144798 0.66551950 1.13783572 0.65898916 0.37927857 22.01226171 -2.78440688 22.59657263 0.46370044 0.43168677 0.89538721
 817 0.4085 146.71439887 1.31274636 0.66784169 1.13714891 0.66019602 0.37904964 21.55373092 -3.26612088 22.86530656 0.45805443 0.43732718 0.89538161
 818 0.4090 150.85532866 1.31423227 0.67013546 1.13666104 0.66145591 0.37888701 20.90046450 -3.71658316 22.90547717 0.44568597 0.44967049 0.89535647
 819 0.4095 157.11116654 1.31590002 0.67239690 1.13637245 0.66276564 0.37879082 20.05629650 -4.13583341 22.71871042 0.42699480 0.46831793 0.89531273
 820 0.4100 165.24889874 1.31774227 0.67462235 1.13628153 0.66412154 0.37876051 19.02677068 -4.52408129 22.30881267 0.40267716 0.49257493 0.89525209
 821 0.4105 174.94523658 1.31975006 0.67680844 1.13638470 0.66551950 0.37879490 17.81909674 -4.88170064 21.68171892 0.37369906 0.52147784 0.89517690
 822 0.4110 185.79912879 1.32191288 0.67895206 1.13667651 0.66695498 0.37889217 16.44209370 -5.20922634 20.84542243 0.34125888 0.55383119 0.89509006
 823 0.4115 197.34734529 1.32421875 0.68105035 1.13714968 0.66842303 0.37904989 14.90612067 -5.50735331 19.80988632 0.30674079 0.58825418 0.89499498
 824 0.4120 209.08253876 1.32665431 0.68310073 1.13779520 0.66991835 0.37926507 13.22299528 -5.77693711 18.58693809 0.27166084 0.62323452 0.89489535
 825 0.4125 220.47309948 1.32920492 0.68510085 1.13860244 0.67143526 0.37953415 11.40590005 -6.01899546 17.19014808 0.23760754 0.65718757 0.89479511
 826 0.4130 230.98405275 1.33185476 0.68704860 1.13955924 0.67296779 0.37985308 9.46927690 -6.23470980 15.63469298 0.20617952 0.68851868 0.89469820
 827 0.4135 240.09820908 1.33458698 0.68894211 1.14065206 0.67450970 0.38021735 7.42871046 -6.42542629 13.93720537 0.17892227 0.71568622 0.89460849
 828 0.4140 247.33676789 1.33738384 0.69077971 1.14186615 0.67605452 0.38062205 5.30080041 -6.59265514 12.11561079 0.15726662 0.73726296 0.89452957
 829 0.4145 252.27859400 1.34022682 0.69255996 1.14318564 0.67759559 0.38106188 3.10302375 -6.73806778 10.18895353 0.14247110 0.75199358 0.89446468
 830 0.4150 254.57743437 1.34309680 0.69428158 1.14459378 0.67912613 0.38153126 0.85358754 -6.86349105 8.17721263 0.13557055 0.75884598 0.89441653
 831 0.4155 253.97641739 1.34597420 0.69594349 1.14607307 0.68063923 0.38202436 -1.42872674 -6.97089792 6.10110966 0.13733274 0.75705447 0.89438721
 832 0.4160 250.31927635 1.34883917 0.69754474 1.14760544 0.68212797 0.38253515 -3.72472625 -7.06239422 3.98190984 0.14822489 0.74615324 0.89437813
 833 0.4165 243.55785946 1.35167174 0.69908456 1.14917245 0.68358543 0.38305748 -6.01497598 -7.14020130 1.84121828 0.16839118 0.72599877 0.89438995
 834 0.4170 233.75562610 1.35445197 0.70056225 1.15075548 0.68500474 0.38358516 -8.27997270 -7.20663438 -0.29922699 0.19764232 0.69678021 0.89442253
 835 0.4175 221.08697846 1.35716016 0.70197724 1.15233591 0.68637913 0.38411197 -10.50032201 -7.26407681 -2.41776325 0.23545756 0.65901743 0.89447498
 836 0.4180 205.83243372 1.35977700 0.70332902 1.15389530 0.68770201 0.38463177 -12.65691690 -7.31495058 -4.49301076 0.28099907 0.61354658 0.89454565
 837 0.4185 188.36979840 1.36228372 0.70461717 1.15541560 0.68896696 0.38513853 -14.73111599 -7.36168334 -6.50407800 0.33313834 0.56149385 0.89463219
 838 0.4190 169.16165784 1.36466227 0.70584127 1.15687932 0.69016785 0.38562644 -16.70491953 -7.40667278 -8.43076239 0.39049354 0.50423811 0.89473165
 839 0.4195 148.73963458 1.36689548 0.70700092 1.15826968 0.69129880 0.38608989 -18.56114132 -7.45224901 -10.25374482 0.45147658 0.44336402 0.89484060
 840 0.4200 127.68599288 1.36896721 0.70809574 1.15957083 0.69235432 0.38652361 -20.28357444 -7.50063582 -11.95477587 0.51434802 0.38060719 0.89495522
 841 0.4205 106.61326966 1.37086246 0.70912531 1.16076798 0.69332925 0.38692266 -21.85714901 -7.55391174 -13.51685200 0.57727797 0.31779349 0.89507146
 842 0.4210 86.14268896 1.37256754 0.71008914 1.16184752 0.69421890 0.38728251 -23.26807995 -7.61397193 -14.92437995 0.63841056 0.25677466 0.89518522
 843 0.4215 66.88216592 1.37407019 0.71098674 1.16279721 0.69501898 0.38759907 -24.50400296 -7.68249182 -16.16332759 0.69592968 0.19936277 0.89529245
 844 0.4220 49.40472354 1.37535964 0.71181749 1.16360627 0.69572571 0.38786876 -25.55409710 -7.76089359 -17.22135988 0.74812343 0.14726590 0.89538934
 845 0.4225 34.22813215 1.37642676 0.71258073 1.16426551 0.69633583 0.38808850 -26.40919229 -7.85031626 -18.08795823 0.79344502 0.10202743 0.89547245
 846 0.4230 21.79653607 1.37726411 0.71327566 1.16476737 0.69684659 0.38825579 -27.06186038 -7.95159035 -18.75452233 0.83056759 0.06497125 0.89553884
 847 0.4235 12.46475759 1.37786601 0.71390141 1.16510606 0.69725581 0.38836869 -27.50648877 -8.06521780 -19.21445315 0.85843116 0.03715503 0.89558619
 848 0.4240 6.48586686 1.37822860 0.71445699 1.16527758 0.69756186 0.38842586 -27.73933537 -8.19135772 -19.46321640 0.87627975 0.01933311 0.89561286
 849 0.4245 4.00248214 1.37834985 0.71494130 1.16527976 0.69776372 0.38842659 -27.75856449 -8.32981839 -19.49838567 0.88368738 0.01193062 0.89561800
